invoice_no,invoice_date,invoice_month,country,market_group,day_type,invoice_total,total_units,distinct_items,customer_id
571546,2011-10-17 17:24:00,2011-10,United Kingdom,United Kingdom,Weekday,251.88,69,10,17920
571547,2011-10-18 07:43:00,2011-10,United Kingdom,United Kingdom,Weekday,348.91,51,4,17679
571548,2011-10-18 07:56:00,2011-10,United Kingdom,United Kingdom,Weekday,880.58,792,29,15505
571549,2011-10-18 08:12:00,2011-10,United Kingdom,United Kingdom,Weekday,369.74,302,16,13536
571550,2011-10-18 08:15:00,2011-10,United Kingdom,United Kingdom,Weekday,176.04,420,2,13892
571551,2011-10-18 08:28:00,2011-10,United Kingdom,United Kingdom,Weekday,223.36,128,15,15637
571552,2011-10-18 08:42:00,2011-10,United Kingdom,United Kingdom,Weekday,281.42,182,14,16848
571553,2011-10-18 09:07:00,2011-10,United Kingdom,United Kingdom,Weekday,534.24,504,1,17317
571554,2011-10-18 09:13:00,2011-10,United Kingdom,United Kingdom,Weekday,2884.29,638,63,
571555,2011-10-18 09:15:00,2011-10,United Kingdom,United Kingdom,Weekday,183.9,106,10,16458
571556,2011-10-18 09:24:00,2011-10,Germany,International,Weekday,521.62,297,31,12662
571557,2011-10-18 09:25:00,2011-10,United Kingdom,United Kingdom,Weekday,352.7,184,12,15678
571558,2011-10-18 09:30:00,2011-10,United Kingdom,United Kingdom,Weekday,346.08,220,11,17730
571559,2011-10-18 09:32:00,2011-10,EIRE,International,Weekday,808.1500000000001,283,28,14911
571560,2011-10-18 09:54:00,2011-10,United Kingdom,United Kingdom,Weekday,400.91999999999996,170,20,14897
571561,2011-10-18 10:02:00,2011-10,United Kingdom,United Kingdom,Weekday,917.34,378,20,14015
571562,2011-10-18 10:04:00,2011-10,EIRE,International,Weekday,704.02,342,23,14156
571563,2011-10-18 10:07:00,2011-10,United Kingdom,United Kingdom,Weekday,359.3,188,20,16249
571564,2011-10-18 10:16:00,2011-10,United Kingdom,United Kingdom,Weekday,417.29,218,24,16019
571565,2011-10-18 10:18:00,2011-10,Germany,International,Weekday,163.1,82,9,12720
571566,2011-10-18 10:19:00,2011-10,United Kingdom,United Kingdom,Weekday,396.97,359,26,13594
571594,2011-10-18 10:51:00,2011-10,United Kingdom,United Kingdom,Weekday,708.0,240,1,15971
571595,2011-10-18 10:52:00,2011-10,United Kingdom,United Kingdom,Weekday,701.0,230,5,15971
571601,2011-10-18 10:53:00,2011-10,United Kingdom,United Kingdom,Weekday,325.53,96,28,17073
571610,2011-10-18 10:55:00,2011-10,United Kingdom,United Kingdom,Weekday,500.0,400,1,13953
571622,2011-10-18 10:58:00,2011-10,United Kingdom,United Kingdom,Weekday,76.34,46,4,14798
571628,2011-10-18 11:13:00,2011-10,United Kingdom,United Kingdom,Weekday,131.4,44,9,15311
571629,2011-10-18 11:18:00,2011-10,United Kingdom,United Kingdom,Weekday,756.11,289,39,13362
571636,2011-10-18 11:41:00,2011-10,United Kingdom,United Kingdom,Weekday,176.6,172,8,13509
571638,2011-10-18 11:55:00,2011-10,United Kingdom,United Kingdom,Weekday,208.75,116,10,15327
571640,2011-10-18 12:01:00,2011-10,United Kingdom,United Kingdom,Weekday,1283.27,1201,20,17203
571641,2011-10-18 12:07:00,2011-10,United Kingdom,United Kingdom,Weekday,205.06,369,14,17135
571642,2011-10-18 12:07:00,2011-10,United Kingdom,United Kingdom,Weekday,16.0,14,3,17203
571652,2011-10-18 12:17:00,2011-10,Hong Kong,International,Weekday,423.42,236,27,
571653,2011-10-18 12:17:00,2011-10,United Kingdom,United Kingdom,Weekday,5355.68,5918,202,14298
571654,2011-10-18 12:17:00,2011-10,United Kingdom,United Kingdom,Weekday,136.74,67,44,18118
571655,2011-10-18 12:18:00,2011-10,United Kingdom,United Kingdom,Weekday,283.33,112,10,14688
571656,2011-10-18 12:43:00,2011-10,United Kingdom,United Kingdom,Weekday,352.41,141,33,16393
571657,2011-10-18 12:44:00,2011-10,United Kingdom,United Kingdom,Weekday,205.57,105,15,13835
571658,2011-10-18 12:48:00,2011-10,Germany,International,Weekday,630.55,346,22,12621
571660,2011-10-18 12:49:00,2011-10,United Kingdom,United Kingdom,Weekday,539.18,490,38,16191
571662,2011-10-18 12:54:00,2011-10,United Kingdom,United Kingdom,Weekday,125.79,117,6,14861
571663,2011-10-18 12:56:00,2011-10,United Kingdom,United Kingdom,Weekday,298.0,40,2,17262
571664,2011-10-18 12:59:00,2011-10,United Kingdom,United Kingdom,Weekday,302.40000000000003,144,2,17090
571665,2011-10-18 12:59:00,2011-10,Spain,International,Weekday,1019.47,724,41,12540
571666,2011-10-18 13:02:00,2011-10,United Kingdom,United Kingdom,Weekday,722.76,560,8,16422
571667,2011-10-18 13:04:00,2011-10,United Kingdom,United Kingdom,Weekday,334.93,224,47,14554
571668,2011-10-18 13:10:00,2011-10,United Kingdom,United Kingdom,Weekday,376.78000000000003,138,17,16515
571669,2011-10-18 13:11:00,2011-10,United Kingdom,United Kingdom,Weekday,632.01,431,57,17758
571670,2011-10-18 13:12:00,2011-10,Italy,International,Weekday,1193.32,846,65,12611
571671,2011-10-18 13:15:00,2011-10,United Kingdom,United Kingdom,Weekday,1181.52,933,118,16940
571672,2011-10-18 13:15:00,2011-10,United Kingdom,United Kingdom,Weekday,322.1,154,14,13880
571673,2011-10-18 13:19:00,2011-10,United Kingdom,United Kingdom,Weekday,199.95999999999998,300,11,13991
571675,2011-10-18 13:26:00,2011-10,United Kingdom,United Kingdom,Weekday,305.76,148,9,13700
571676,2011-10-18 13:29:00,2011-10,United Kingdom,United Kingdom,Weekday,268.77,128,91,16910
571677,2011-10-18 13:32:00,2011-10,United Kingdom,United Kingdom,Weekday,125.65,55,8,13637
571679,2011-10-18 13:41:00,2011-10,United Kingdom,United Kingdom,Weekday,178.13,159,38,14159
571681,2011-10-18 13:44:00,2011-10,United Kingdom,United Kingdom,Weekday,344.35,237,20,16734
571682,2011-10-18 14:00:00,2011-10,United Kingdom,United Kingdom,Weekday,538.32,215,111,14179
571683,2011-10-18 14:07:00,2011-10,United Kingdom,United Kingdom,Weekday,301.4,108,12,15140
571684,2011-10-18 14:11:00,2011-10,United Kingdom,United Kingdom,Weekday,262.17,244,42,16730
571685,2011-10-18 14:15:00,2011-10,United Kingdom,United Kingdom,Weekday,521.2,188,5,12863
571690,2011-10-18 14:32:00,2011-10,United Kingdom,United Kingdom,Weekday,329.97,279,21,14191
571691,2011-10-18 14:34:00,2011-10,United Kingdom,United Kingdom,Weekday,184.64000000000001,80,11,13860
571692,2011-10-18 14:34:00,2011-10,United Kingdom,United Kingdom,Weekday,27.29,7,2,13860
571693,2011-10-18 14:44:00,2011-10,United Kingdom,United Kingdom,Weekday,330.24,440,16,14776
571694,2011-10-18 14:44:00,2011-10,United Kingdom,United Kingdom,Weekday,284.68,160,11,13308
571696,2011-10-18 14:47:00,2011-10,United Kingdom,United Kingdom,Weekday,216.39,159,17,15604
571697,2011-10-18 14:49:00,2011-10,Netherlands,International,Weekday,448.92,272,29,12759
571698,2011-10-18 14:50:00,2011-10,United Kingdom,United Kingdom,Weekday,424.36,1172,7,13805
571700,2011-10-18 15:00:00,2011-10,United Kingdom,United Kingdom,Weekday,5.95,1,1,
571701,2011-10-18 15:05:00,2011-10,United Kingdom,United Kingdom,Weekday,948.16,632,55,14639
571702,2011-10-18 15:06:00,2011-10,United Kingdom,United Kingdom,Weekday,47.1,10,2,14639
571703,2011-10-18 15:07:00,2011-10,United Kingdom,United Kingdom,Weekday,2.08,1,1,
571705,2011-10-18 15:22:00,2011-10,Austria,International,Weekday,1043.78,491,54,12360
571706,2011-10-18 15:26:00,2011-10,United Kingdom,United Kingdom,Weekday,206.6,152,8,15144
571708,2011-10-18 15:42:00,2011-10,United Kingdom,United Kingdom,Weekday,269.76,280,12,12955
571709,2011-10-18 15:52:00,2011-10,United Kingdom,United Kingdom,Weekday,308.74,228,19,16463
571710,2011-10-18 15:54:00,2011-10,United Kingdom,United Kingdom,Weekday,513.88,200,27,13032
571712,2011-10-18 16:46:00,2011-10,United Kingdom,United Kingdom,Weekday,611.98,297,65,14056
571713,2011-10-18 16:58:00,2011-10,United Kingdom,United Kingdom,Weekday,1809.6499999999999,561,264,
571714,2011-10-18 17:00:00,2011-10,United Kingdom,United Kingdom,Weekday,992.49,315,164,
571715,2011-10-18 17:04:00,2011-10,United Kingdom,United Kingdom,Weekday,317.0,165,43,17576
571716,2011-10-18 17:05:00,2011-10,United Kingdom,United Kingdom,Weekday,1911.8799999999999,668,288,
571717,2011-10-18 17:10:00,2011-10,United Kingdom,United Kingdom,Weekday,202.68,146,56,14381
571724,2011-10-19 08:20:00,2011-10,Germany,International,Weekday,532.74,293,36,12572
571725,2011-10-19 08:32:00,2011-10,United Kingdom,United Kingdom,Weekday,127.37,91,8,13491
571726,2011-10-19 09:00:00,2011-10,United Kingdom,United Kingdom,Weekday,927.4,546,27,16191
571728,2011-10-19 09:18:00,2011-10,United Kingdom,United Kingdom,Weekday,307.78,170,16,16123
571729,2011-10-19 09:43:00,2011-10,Germany,International,Weekday,617.04,577,5,12500
571730,2011-10-19 09:48:00,2011-10,United Kingdom,United Kingdom,Weekday,111.09,83,7,16851
571732,2011-10-19 09:58:00,2011-10,United Kingdom,United Kingdom,Weekday,239.24,84,13,16298
571733,2011-10-19 09:59:00,2011-10,United Kingdom,United Kingdom,Weekday,312.89,259,14,16187
571734,2011-10-19 09:59:00,2011-10,United Kingdom,United Kingdom,Weekday,124.88,82,9,17148
571735,2011-10-19 10:03:00,2011-10,United Kingdom,United Kingdom,Weekday,785.0699999999999,307,14,14229
571736,2011-10-19 10:05:00,2011-10,United Kingdom,United Kingdom,Weekday,28.2,60,2,17549
571737,2011-10-19 10:31:00,2011-10,United Kingdom,United Kingdom,Weekday,764.74,370,35,14367
571738,2011-10-19 10:32:00,2011-10,United Kingdom,United Kingdom,Weekday,311.76,360,2,13089
571739,2011-10-19 10:33:00,2011-10,Germany,International,Weekday,3.0,1,1,12500
571740,2011-10-19 10:34:00,2011-10,United Kingdom,United Kingdom,Weekday,337.04,176,15,17973
571741,2011-10-19 10:36:00,2011-10,United Kingdom,United Kingdom,Weekday,112.46000000000001,66,6,15610
571742,2011-10-19 10:36:00,2011-10,United Kingdom,United Kingdom,Weekday,47.62,74,3,12971
571743,2011-10-19 10:38:00,2011-10,United Kingdom,United Kingdom,Weekday,110.8,135,29,15853
571744,2011-10-19 10:43:00,2011-10,United Kingdom,United Kingdom,Weekday,169.2,72,2,14434
571745,2011-10-19 10:48:00,2011-10,EIRE,International,Weekday,1588.75,711,58,14911
571746,2011-10-19 10:56:00,2011-10,United Kingdom,United Kingdom,Weekday,768.85,395,44,17043
571747,2011-10-19 10:59:00,2011-10,United Kingdom,United Kingdom,Weekday,944.37,684,63,13849
571748,2011-10-19 11:13:00,2011-10,United Kingdom,United Kingdom,Weekday,212.72,134,18,18077
571749,2011-10-19 11:16:00,2011-10,United Kingdom,United Kingdom,Weekday,65.8,68,2,17934
571751,2011-10-19 11:18:00,2011-10,Singapore,International,Weekday,6068.0599999999995,2,1,12744
571779,2011-10-19 11:27:00,2011-10,United Kingdom,United Kingdom,Weekday,299.8,259,35,12748
571793,2011-10-19 11:38:00,2011-10,United Kingdom,United Kingdom,Weekday,204.07000000000002,115,7,16621
571797,2011-10-19 11:41:00,2011-10,United Kingdom,United Kingdom,Weekday,3071.57,407,161,
571809,2011-10-19 11:44:00,2011-10,United Kingdom,United Kingdom,Weekday,112.05,40,17,15039
571824,2011-10-19 11:49:00,2011-10,Germany,International,Weekday,1376.43,923,80,12472
571828,2011-10-19 11:52:00,2011-10,United Kingdom,United Kingdom,Weekday,1103.36,542,75,16440
571829,2011-10-19 11:53:00,2011-10,United Kingdom,United Kingdom,Weekday,1177.64,534,23,16131
571830,2011-10-19 11:53:00,2011-10,United Kingdom,United Kingdom,Weekday,50.400000000000006,24,1,16131
571831,2011-10-19 12:01:00,2011-10,United Kingdom,United Kingdom,Weekday,343.94,292,13,16979
571836,2011-10-19 12:10:00,2011-10,United Kingdom,United Kingdom,Weekday,38.45,7,5,18019
571837,2011-10-19 12:11:00,2011-10,United Kingdom,United Kingdom,Weekday,213.64,164,55,16470
571839,2011-10-19 12:12:00,2011-10,United Kingdom,United Kingdom,Weekday,241.29,187,8,14107
571840,2011-10-19 12:16:00,2011-10,United Kingdom,United Kingdom,Weekday,552.4,404,21,13590
571841,2011-10-19 12:21:00,2011-10,United Kingdom,United Kingdom,Weekday,381.92,149,57,17625
571842,2011-10-19 12:28:00,2011-10,United Kingdom,United Kingdom,Weekday,684.1999999999999,236,4,16684
571843,2011-10-19 12:28:00,2011-10,United Kingdom,United Kingdom,Weekday,449.28,432,3,16684
571844,2011-10-19 12:30:00,2011-10,United Kingdom,United Kingdom,Weekday,669.1500000000001,201,15,17101
571845,2011-10-19 12:34:00,2011-10,United Kingdom,United Kingdom,Weekday,296.42,207,40,16869
571846,2011-10-19 12:35:00,2011-10,United Kingdom,United Kingdom,Weekday,529.48,484,85,17841
571847,2011-10-19 12:39:00,2011-10,United Kingdom,United Kingdom,Weekday,494.91,256,29,15220
571848,2011-10-19 12:50:00,2011-10,United Kingdom,United Kingdom,Weekday,283.89,132,19,13576
571849,2011-10-19 12:52:00,2011-10,United Kingdom,United Kingdom,Weekday,191.12,192,10,12841
571850,2011-10-19 12:54:00,2011-10,United Kingdom,United Kingdom,Weekday,498.04,216,59,14698
571851,2011-10-19 13:02:00,2011-10,Spain,International,Weekday,348.32,318,12,12596
571852,2011-10-19 13:20:00,2011-10,United Kingdom,United Kingdom,Weekday,109.92,68,6,14273
571853,2011-10-19 13:23:00,2011-10,United Kingdom,United Kingdom,Weekday,390.38,158,7,14306
571857,2011-10-19 13:38:00,2011-10,United Kingdom,United Kingdom,Weekday,447.61,153,23,15468
571863,2011-10-19 13:49:00,2011-10,United Kingdom,United Kingdom,Weekday,19.9,2,1,15468
571864,2011-10-19 13:49:00,2011-10,France,International,Weekday,2503.74,566,16,12731
571883,2011-10-19 13:58:00,2011-10,United Kingdom,United Kingdom,Weekday,601.88,557,129,14704
571890,2011-10-19 14:05:00,2011-10,United Kingdom,United Kingdom,Weekday,341.7,158,22,16826
571891,2011-10-19 14:10:00,2011-10,United Kingdom,United Kingdom,Weekday,7.85,5,3,
571892,2011-10-19 14:12:00,2011-10,United Kingdom,United Kingdom,Weekday,431.20000000000005,143,15,13089
571894,2011-10-19 14:13:00,2011-10,United Kingdom,United Kingdom,Weekday,5.5,2,2,
571895,2011-10-19 14:14:00,2011-10,United Kingdom,United Kingdom,Weekday,298.4,408,13,17824
571898,2011-10-19 14:20:00,2011-10,United Kingdom,United Kingdom,Weekday,85.8,78,6,13247
571899,2011-10-19 14:22:00,2011-10,United Kingdom,United Kingdom,Weekday,121.65,42,28,16885
571900,2011-10-19 14:26:00,2011-10,United Kingdom,United Kingdom,Weekday,15.0,1,1,13263
571901,2011-10-19 14:36:00,2011-10,Portugal,International,Weekday,149.75,5,2,12757
571903,2011-10-19 14:40:00,2011-10,United Kingdom,United Kingdom,Weekday,155.15,53,9,15754
571904,2011-10-19 14:41:00,2011-10,Germany,International,Weekday,89.4,129,6,12522
571905,2011-10-19 14:51:00,2011-10,Cyprus,International,Weekday,739.28,380,28,12370
571906,2011-10-19 14:55:00,2011-10,United Kingdom,United Kingdom,Weekday,14.850000000000001,3,1,14297
571908,2011-10-19 14:56:00,2011-10,United Kingdom,United Kingdom,Weekday,415.82000000000005,290,8,15803
571909,2011-10-19 15:08:00,2011-10,United Kingdom,United Kingdom,Weekday,480.38,286,121,15006
571910,2011-10-19 15:09:00,2011-10,United Kingdom,United Kingdom,Weekday,3.75,1,1,
571911,2011-10-19 15:15:00,2011-10,United Kingdom,United Kingdom,Weekday,103.80000000000001,46,5,17562
571912,2011-10-19 15:26:00,2011-10,United Kingdom,United Kingdom,Weekday,581.41,407,25,17512
571913,2011-10-19 15:29:00,2011-10,United Kingdom,United Kingdom,Weekday,1258.37,623,70,18210
571914,2011-10-19 15:33:00,2011-10,United Kingdom,United Kingdom,Weekday,330.24,440,16,14776
571916,2011-10-19 15:34:00,2011-10,United Kingdom,United Kingdom,Weekday,15.600000000000001,24,1,14776
571917,2011-10-19 15:46:00,2011-10,United Kingdom,United Kingdom,Weekday,318.8,269,6,13078
571918,2011-10-19 16:05:00,2011-10,United Kingdom,United Kingdom,Weekday,151.49,215,21,17350
571920,2011-10-19 16:16:00,2011-10,United Kingdom,United Kingdom,Weekday,157.7,146,13,14799
571923,2011-10-19 16:24:00,2011-10,France,International,Weekday,289.22,167,19,12685
571926,2011-10-19 16:41:00,2011-10,United Kingdom,United Kingdom,Weekday,450.37,254,17,16722
571929,2011-10-19 16:47:00,2011-10,United Kingdom,United Kingdom,Weekday,4.53,3,2,
571930,2011-10-19 16:56:00,2011-10,United Kingdom,United Kingdom,Weekday,24.9,2,2,
571931,2011-10-19 16:59:00,2011-10,United Kingdom,United Kingdom,Weekday,2120.09,572,261,
571932,2011-10-19 17:21:00,2011-10,United Kingdom,United Kingdom,Weekday,1.65,1,1,
571933,2011-10-20 08:19:00,2011-10,United Kingdom,United Kingdom,Weekday,76.32000000000001,72,1,13199
571934,2011-10-20 08:21:00,2011-10,United Kingdom,United Kingdom,Weekday,324.39,287,23,16170
571935,2011-10-20 08:41:00,2011-10,United Kingdom,United Kingdom,Weekday,103.85,31,5,13890
571936,2011-10-20 09:04:00,2011-10,United Kingdom,United Kingdom,Weekday,599.4200000000001,554,24,15814
571937,2011-10-20 09:28:00,2011-10,EIRE,International,Weekday,2856.14,4462,84,14911
571938,2011-10-20 09:32:00,2011-10,United Kingdom,United Kingdom,Weekday,170.39999999999998,224,6,13669
571939,2011-10-20 09:40:00,2011-10,United Kingdom,United Kingdom,Weekday,1035.45,311,18,16260
571940,2011-10-20 09:57:00,2011-10,United Kingdom,United Kingdom,Weekday,603.76,450,38,15301
571941,2011-10-20 10:04:00,2011-10,United Kingdom,United Kingdom,Weekday,219.7,19,7,14261
571942,2011-10-20 10:06:00,2011-10,United Kingdom,United Kingdom,Weekday,327.93,210,21,17434
571943,2011-10-20 10:10:00,2011-10,United Kingdom,United Kingdom,Weekday,443.6,166,16,14638
571944,2011-10-20 10:15:00,2011-10,United Kingdom,United Kingdom,Weekday,297.85,409,21,13755
571945,2011-10-20 10:34:00,2011-10,United Kingdom,United Kingdom,Weekday,1393.06,1006,15,17354
571965,2011-10-20 10:41:00,2011-10,United Kingdom,United Kingdom,Weekday,282.93,164,44,17238
571987,2011-10-20 10:47:00,2011-10,United Kingdom,United Kingdom,Weekday,314.49,251,19,17007
572021,2011-10-20 10:57:00,2011-10,United Kingdom,United Kingdom,Weekday,386.43,157,17,15664
572023,2011-10-20 11:03:00,2011-10,United Kingdom,United Kingdom,Weekday,541.88,238,54,17764
572024,2011-10-20 11:17:00,2011-10,United Kingdom,United Kingdom,Weekday,376.90000000000003,270,16,14631
572025,2011-10-20 11:30:00,2011-10,United Kingdom,United Kingdom,Weekday,333.01,243,22,17651
572026,2011-10-20 11:40:00,2011-10,United Kingdom,United Kingdom,Weekday,430.5,125,16,13245
572028,2011-10-20 11:47:00,2011-10,United Kingdom,United Kingdom,Weekday,1073.37,491,52,15296
572030,2011-10-20 11:51:00,2011-10,United Kingdom,United Kingdom,Weekday,749.1,418,44,14923
572031,2011-10-20 11:53:00,2011-10,United Kingdom,United Kingdom,Weekday,294.72,312,3,14866
572032,2011-10-20 11:54:00,2011-10,United Kingdom,United Kingdom,Weekday,55.42,32,4,14214
572033,2011-10-20 11:58:00,2011-10,United Kingdom,United Kingdom,Weekday,247.94,118,15,14447
572034,2011-10-20 12:00:00,2011-10,United Kingdom,United Kingdom,Weekday,23.5,14,2,14447
572035,2011-10-20 12:03:00,2011-10,Netherlands,International,Weekday,20277.92,13392,125,14646
572036,2011-10-20 12:04:00,2011-10,United Kingdom,United Kingdom,Weekday,62.400000000000006,30,2,18149
572037,2011-10-20 12:07:00,2011-10,United Kingdom,United Kingdom,Weekday,877.71,709,75,17365
572045,2011-10-20 12:11:00,2011-10,United Kingdom,United Kingdom,Weekday,181.95000000000002,47,26,14527
572047,2011-10-20 12:13:00,2011-10,United Kingdom,United Kingdom,Weekday,339.1,161,47,16474
572048,2011-10-20 12:21:00,2011-10,United Kingdom,United Kingdom,Weekday,441.2,240,4,14477
572049,2011-10-20 12:21:00,2011-10,United Kingdom,United Kingdom,Weekday,414.21000000000004,161,20,17243
572050,2011-10-20 12:23:00,2011-10,United Kingdom,United Kingdom,Weekday,222.72,75,29,17346
572051,2011-10-20 12:24:00,2011-10,Netherlands,International,Weekday,4311.48,3020,20,14646
572052,2011-10-20 12:26:00,2011-10,Netherlands,International,Weekday,1244.1599999999999,1728,1,14646
572053,2011-10-20 12:28:00,2011-10,United Kingdom,United Kingdom,Weekday,83.2,40,4,14495
572054,2011-10-20 12:31:00,2011-10,Germany,International,Weekday,291.96000000000004,108,11,12642
572055,2011-10-20 12:34:00,2011-10,United Kingdom,United Kingdom,Weekday,250.04,68,39,17346
572056,2011-10-20 12:40:00,2011-10,United Kingdom,United Kingdom,Weekday,35.0,1,1,17402
572057,2011-10-20 12:41:00,2011-10,United Kingdom,United Kingdom,Weekday,74.53,31,6,16593
572058,2011-10-20 12:43:00,2011-10,United Kingdom,United Kingdom,Weekday,448.37,216,87,18252
572060,2011-10-20 12:52:00,2011-10,Germany,International,Weekday,85.67999999999999,49,5,12569
