description,total_revenue,units_sold,orders,average_unit_price
NECKLACE+BRACELET SET BLUE HIBISCUS,76.38,27,16,2.8637499999999996
BLACK VINT ART DEC CRYSTAL NECKLACE,76.32,9,6,8.47
DROP DIAMANTE EARRINGS CRYSTAL,76.23,26,14,2.9235714285714285
PINK HEART RED HANDBAG,76.14,29,18,2.6994444444444445
CLEAR MILKSHAKE GLASS,75.60000000000001,36,5,2.1
SET OF 36 SPACEBOY PAPER DOILIES,75.42,51,8,1.63375
PARTY TIME DESIGN FLANNEL,75.35,86,25,1.0136
PERIWINKLE T-LIGHT HOLDER,75.02,48,17,1.7658823529411765
FLORAL BATHROOM SET,75.0,20,11,3.75
VINTAGE ENGRAVED HEART,75.0,60,4,1.25
Dotcomgiftshop Gift Voucher £10.00,74.97,9,8,8.33
PAPER LANTERN 9 POINT HOLLY STAR 23,74.7,18,5,4.15
ALUMINIUM HEART,74.7,30,6,2.49
"GREETING CARD, OVERCROWDED POOL.",74.7,270,53,0.4033962264150943
PINK DAISY BAG CHARM,74.64,30,19,2.472631578947368
ASSORTED FARMYARD ANIMALS IN BUCKET,74.58,90,9,1.0866666666666667
SET/6 POSIES PAPER CUPS,74.57000000000001,141,16,0.6025
DIAMANTE HAIR GRIP PACK/2 CRYSTAL,74.53,45,27,1.6588888888888889
"DECORATION HEN ON NEST, HANGING",74.42999999999999,42,6,2.505
LILY BROOCH AMETHYST COLOUR,74.25,15,8,4.95
NECKLACE+BRACELET PINK BUTTERFLY,73.95,29,10,2.55
DROP DIAMANTE EARRINGS PURPLE,73.53,25,14,2.934285714285714
"LETTER ""C"" BLING KEY RING",72.77,91,33,0.8336363636363636
PURPLE FRANGIPANI NECKLACE,72.66,29,16,2.5
EASTER BUNNY WITH BASKET ON BACK,72.63,108,20,0.7271428571428571
WATERMELON BATH SPONGE,72.49,29,10,2.4899999999999998
LUSH GREENS RIBBONS,72.42,56,15,1.4113333333333336
SPOTTED WHITE NATURAL SEED NECKLACE,72.0,72,7,1.0
SET OF 12 MINI BUNNIES IN A BUCKET,71.4,34,19,2.1
"FLOWER GLASS GARLAND NECKL.36""BLUE",71.4,9,5,7.92
SET OF 36 VINTAGE CHRISTMAS DOILIES,71.27,38,8,1.8175
ORIGAMI VANILLA INCENSE CONES,71.19,155,8,0.9512499999999999
DECROTIVEVINTAGE COFFEE GRINDER BOX,71.08,12,6,6.896666666666666
YELLOW POT PLANT CANDLE,71.05,23,9,3.127777777777778
"LETTER ""S"" BLING KEY RING",71.0,94,41,0.8251219512195122
DIAMOND LAS VEGAS NECKLACE 45CM,70.97,12,8,5.91375
CONGRATULATIONS BUNTING,70.85000000000001,13,3,5.45
"GREETING CARD, STICKY GORDON",70.78,245,53,0.43150943396226416
STRIPY DESIGN SHOWER CAP,70.57,197,15,0.6739999999999999
WAKE UP COCKEREL TILE HOOK,70.45,50,18,2.0805555555555557
EAU DE NILE JEWELLED T-LIGHT HOLDER,70.27,79,11,0.9918181818181818
CRACKED GLAZE NECKLACE RED,70.16,10,7,7.0442857142857145
WRAP BAD HAIR DAY,70.0,700,22,0.1
CLEAR STATIONERY BOX SET,69.89999999999999,84,17,0.8335294117647059
TURQUOISE BERTIE GLASS BEAD CHARM,69.85,77,7,1.4785714285714284
ELVIS WALLHANGING / CURTAIN,69.84,52,8,1.5525
SET OF 36 DOLLY GIRL PAPER DOILIES,69.66,45,15,1.744
5 STRAND GLASS NECKLACE BLACK,69.63,11,6,6.3133333333333335
CROCHET WHITE RABBIT KEYRING,69.38,38,7,2.5585714285714287
ROUND PURPLE CLOCK WITH SUCKER,69.35,365,24,0.19
SILVER BLACK ORBIT BRACELET,68.73,13,11,5.307272727272728
PINK METAL SWINGING BUNNY,68.69999999999999,78,10,1.009
SILVER/NATURAL SHELL NECKLACE,68.0,8,4,8.5
CHRISTMAS MUSICAL ZINC HEART,67.89999999999999,58,10,1.252
SILVER LARIAT BLACK STONE EARRINGS,67.87,16,10,4.237
MIDNIGHT BLUE COPPER FLOWER NECKLAC,67.83,11,7,6.170000000000001
RESIN NECKLACE W PASTEL BEADS,67.62,9,7,7.517142857142857
BLUE TRAVEL FIRST AID KIT,67.50999999999999,41,14,1.64
"BATHROOM SCALES, TROPICAL BEACH",67.5,18,12,3.75
YELLOW FELT HANGING HEART W FLOWER,67.39,87,29,0.7927586206896551
SILVER DROP EARRINGS WITH FLOWER,67.36,18,14,3.7399999999999998
NEW BAROQUE B'FLY NECKLACE RED,67.28,8,6,8.38
MURANO STYLE GLASS BRACELET BLACK,66.7,18,11,3.7318181818181815
"ACRYLIC HANGING JEWEL,PINK",66.55,95,7,0.5042857142857143
BEACH HUT MIRROR,66.39,49,8,2.9525
ORIGAMI SANDLEWOOD INCENSE+FLOWER,66.36000000000001,81,7,1.5728571428571427
YELLOW BREAKFAST CUP AND SAUCER,66.35000000000001,53,18,2.036666666666667
QUEEN OF THE SKIES HOLIDAY PURSE,66.26,25,20,2.693
SET OF 3 CONEY ISLAND OVAL BOXES,66.12,13,8,5.171250000000001
"LETTER ""L"" BLING KEY RING",65.03999999999999,94,37,0.8386486486486486
"FOLK ART GREETING CARD,pack/12",64.9,22,9,2.95
PACK/12 BLUE FOLKART CARDS,64.9,22,18,2.95
BLUE DISCO HANDBAG,64.81,31,11,2.346363636363636
CRYSTAL HOOP EARRING FLORAL LEAF,64.58,22,15,2.9320000000000004
BISCUIT TIN VINTAGE LEAF,64.56,24,3,2.7566666666666664
PINK ENAMEL FLOWER HAIR TIE,64.46000000000001,22,11,2.9145454545454546
PURPLE ENAMEL FLOWER HAIR TIE,64.28,22,15,2.9153333333333333
SPACE CADET BLACK,64.24,52,19,1.2942105263157895
"FLOWER GLASS GARLD NECKL36""TURQUOIS",64.08,8,5,8.046000000000001
AMBER GLASS/SHELL/PEARL NECKLACE,64.04,7,7,9.14857142857143
16 PC CUTLERY SET PANTRY DESIGN,63.8,4,1,15.95
BLUE SQUARE COMPACT MIRROR,63.75,51,8,1.25
SILVER LATTICE VANILLA CANDLE POT,63.75,17,7,3.75
PINK FLY SWAT,63.720000000000006,92,43,0.7040909090909091
BLACK GEMSTONE NECKLACE 45CM,63.480000000000004,5,5,12.696000000000002
"ACRYLIC JEWEL SNOWFLAKE, PINK",63.28000000000001,162,5,0.724
TURQ ICE CREAM BUM BAG,63.209999999999994,19,8,4.08125
GREEN PENDANT TRIPLE SHELL NECKLACE,63.11,12,10,5.321
SAMPLES,63.05,2,2,31.525
CHRISTMAS CRAFT HEART STOCKING,63.0,30,1,2.1
METAL RABBIT LADDER EASTER,62.9,74,16,0.85
ORIGAMI OPIUM INCENSE/CANDLE SET,62.64,44,10,2.3169999999999997
MONEY BOX FIRST ADE DESIGN,62.5,50,13,1.25
RED DAISY PAPER LAMPSHADE,62.5,50,6,1.25
SMALL HANGING GLASS+ZINC LANTERN,62.349999999999994,43,8,1.45
BLACK BIRD GARDEN DESIGN MUG,62.239999999999995,106,16,1.366470588235294
FAWN AND MUSHROOM GREETING CARD,62.06,128,19,0.6605263157894736
ZINC HEART LATTICE CHARGER SMALL,61.95,21,8,2.95
CLEAR ACRYLIC FACETED BANGLE,61.56,41,7,2.1514285714285717
CRYSTAL SEA HORSE PHONE CHARM,61.459999999999994,107,25,1.4872
FLOWERS HANDBAG blue and orange,61.25,49,3,1.25
"WALL ART ,PUDDINGS",61.2,8,2,7.85
AMETHYST DROP EARRINGS W LONG BEADS,61.08,21,17,2.9105882352941173
CD WALL TIDY RED FLOWERS,61.05,163,8,0.55125
HANGING RIDGE GLASS T-LIGHT HOLDER,60.84,36,2,1.69
"LETTER ""K"" BLING KEY RING",60.699999999999996,78,38,0.8915789473684211
ORIENTAL RED CUSHION COVER,60.45,13,4,4.65
CREAM CLIMBING HYDRANGA ART FLOWER,60.0,32,4,2.5
BILI NUT AND WOOD NECKLACE,59.89,50,7,2.412857142857143
GOLD DIAMANTE STAR BROOCH,59.800000000000004,12,9,4.9944444444444445
"BREAD BIN, DINER STYLE, IVORY",59.8,4,1,14.95
"BREAD BIN, DINER STYLE, MINT",59.8,4,1,14.95
SET 10 CARDS DRESSING UP 17077,59.760000000000005,24,10,2.49
SET OF 72 GREEN PAPER DOILIES,59.449999999999996,41,18,1.45
I LOVE LONDON WALL ART,59.400000000000006,12,2,4.95
WAY OUT METAL SIGN,59.39999999999999,36,8,1.65
RUSTIC STRAWBERRY JAMPOT SMALL,59.39999999999999,36,3,1.6499999999999997
ENGLISH ROSE METAL WASTE BIN,59.0,20,11,2.95
GREEN ENAMEL FLOWER HAIR TIE,58.71,20,14,2.932857142857143
GARDEN PATH POCKET BOOK,58.65,69,21,0.85
PINK FOXGLOVE ARTIIFCIAL FLOWER,58.64999999999999,23,4,2.55
SILVER/AMETHYST DROP EARRINGS LEAF,58.43,20,19,2.92
PINK ROUND COMPACT MIRROR,58.16,40,4,2.27
DIAMANTE BOW BROOCH BLACK COLOUR,58.03,9,5,6.438
BLACK ORANGE SQUEEZER,57.96,138,21,0.42000000000000004
GREY ACRYLIC FACETED BANGLE,57.55,34,10,2.415
TOP SECRET PEN SET,57.5,46,10,1.25
RETRO PINK BALL ASHTRAY,57.5,46,13,1.25
4 BURGUNDY WINE DINNER CANDLES,57.46,45,13,1.343076923076923
SET 4 NURSERY DES ROUND BOXES,57.25,55,9,1.55
"LETTER ""J"" BLING KEY RING",57.21,71,41,0.8602439024390243
GREEN EASTER EGG HUNT START POST,56.779999999999994,28,11,2.148181818181818
5 STRAND GLASS NECKLACE AMETHYST,56.59,9,8,6.28
PINK/PURPLE CIRCLE CURTAIN,56.52,52,6,1.3414285714285714
ROSE COLOUR PAIR HEART HAIR SLIDES,56.31,15,10,3.7600000000000002
BLUE TABLE RUN FLOWER,56.25,45,11,1.25
GLASS AND PAINTED BEADS BRACELET TO,56.15,15,10,3.7399999999999998
CRACKED GLAZE NECKLACE IVORY,55.72,8,4,6.98
CLASSICAL ROSE TABLE LAMP,55.7,6,2,11.95
TEATIME PEN CASE & PENS,55.25,65,14,0.85
FILIGREE DIAMANTE EARRINGS,55.02,13,9,4.224444444444445
BLACK SMALL GLASS CAKE STAND,54.99,61,12,1.17
SILVER M.O.P. ORBIT NECKLACE,54.800000000000004,11,6,6.675
RUBY GLASS CLUSTER EARRINGS,54.62,44,33,1.2387878787878788
GOLD WASHBAG,54.57,27,10,2.026
MURANO STYLE GLASS BRACELET GOLD,54.42,15,10,3.6689999999999996
CHRYSANTHEMUM POCKET BOOK,54.4,64,20,0.85
MURANO STYLE GLASS BRACELET RED,54.290000000000006,14,5,3.908
FAIRY CAKE NOTEBOOK A5 SIZE,54.04,55,12,1.3225
BLACK CHERRY LIGHTS,54.0,8,1,6.75
BLUE TILED TRAY,54.0,8,4,6.75
SPACEBOY MINI RUCKSACK,53.95,13,4,4.15
"GREETING CARD, TWO SISTERS.",53.88,127,40,0.5189999999999999
MIDNIGHT BLUE DROP CRYSTAL NECKLACE,53.760000000000005,11,5,7.212000000000001
"PEARL & SHELL 42""NECKL. GREEN",53.62,5,3,10.706666666666665
ZINC HEART LATTICE TRAY OVAL,53.550000000000004,9,7,5.95
GREEN FERN POCKET BOOK,53.55,63,22,0.85
TURQUOISE HEART OF GLASS BRACELET,53.42,9,5,5.924
JET BLACK LAS VEGAS NECKLACE 45CM,53.260000000000005,9,6,5.903333333333333
"LETTER ""E"" BLING KEY RING",53.199999999999996,72,30,0.8506666666666667
BLUE ROSE PATCH PURSE PINK BUTTERFL,52.8,32,8,1.65
WHITE ROSEBUD & PEARL NECKLACE,52.72,7,5,7.516
2 DAISIES HAIR COMB,52.56,18,12,2.9091666666666662
BLUE CLIMBING HYDRANGA ART FLOWER,52.5,38,3,2.0833333333333335
HELLO SAILOR BATHROOM SET,52.5,14,9,3.75
DIAMANTE NECKLACE PURPLE,52.5,7,4,7.5
WHITE/PINK MINI CRYSTALS NECKLACE,52.42,10,7,5.367142857142857
TURQ PENDANT TRIPLE SHELL NECKLACE,52.31,10,8,5.3012500000000005
COLOURFUL FLOWER FRUIT BOWL,52.2,17,12,2.2875
DOORKNOB CERAMIC IVORY,52.199999999999996,36,1,1.45
RETO LEAVES MAGNETIC SHOPPING LIST,52.199999999999996,36,3,1.45
LA PALMIERA TILE HOOK,51.86,47,14,1.5635714285714286
FRENCH CHATEAU SMALL FRUITBOWL,51.599999999999994,24,8,2.025
LARGE MINT DIAMANTE HAIRSLIDE,51.51,31,16,1.6624999999999999
RETRO BROWN BALL ASHTRAY,51.25,41,5,1.25
VINTAGE PHOTO ALBUM PARIS DAYS,50.8,8,3,6.349999999999999
SET OF 4 GREEN CAROUSEL COASTERS,50.75,35,17,1.7029411764705882
BLUE FELT HANGING HEART WITH FLOWER,50.57,75,30,0.7040000000000001
S/3 POT POURI CUSHIONS BLUE COLOURS,50.400000000000006,24,2,2.1
SILVER BLACK ORBIT DROP EARRINGS,50.400000000000006,12,9,4.183333333333334
FUSCHIA VOILE POINTY SHOE DEC,50.31,97,15,0.702
PINK FEATHERS CURTAIN,50.28,52,3,0.9433333333333334
"LETTER ""D"" BLING KEY RING",49.9,68,32,0.865625
"LETTER ""M"" BLING KEY RING",49.82,60,28,0.8742857142857143
PURPLE AMETHYST NECKLACE W TASSEL,49.81,5,5,9.962
SET 10 CARD KRAFT REINDEER 17084,49.800000000000004,20,14,2.4899999999999998
VEGETABLE MAGNETIC SHOPPING LIST,49.8,36,3,1.3833333333333335
VINTAGE ENAMEL & CRYSTAL NECKLACE,49.760000000000005,10,4,4.9925
CHERRY BLOSSOM PURSE,49.69,20,16,2.490625
WHITE ENAMEL FLOWER HAIR TIE,49.65,17,10,2.91
MOP PENDANT SHELL NECKLACE,49.64,10,4,4.985
RIVIERA NECKLACE,49.59,10,5,4.968000000000001
CORDIAL JUG,49.5,6,2,8.25
SET/6 GREEN SPRING PAPER CUPS,48.99,233,25,0.2844
PINK FLOWERS RABBIT EASTER,48.95,21,5,2.35
GLASS AND PAINTED BEADS BRACELET OL,48.77,13,8,3.7525
BUTTONS AND STRIPES NOTEBOOK,48.75,13,7,3.75
FLOWER BURST SILVER RING CRYSTAL,48.71,13,9,3.7455555555555557
LITTLE GREEN MONSTER SOFT TOY,48.449999999999996,19,11,2.55
CAKE SHOP STICKER SHEET,48.449999999999996,57,8,0.85
SUNJAR LED NIGHT NIGHT LIGHT,48.39,3,2,16.13
LARGE CRYSTAL DIAMANTE HAIRSLIDE,48.209999999999994,29,15,1.6553333333333333
PURPLE DRESS JEWELLERY STAND,48.19,61,3,0.79
AQUA BERTIE GLASS BEAD BAG CHARM,48.06,30,12,2.0741666666666667
CHRISTMAS TREE T-LIGHT HOLDER,47.849999999999994,33,7,1.45
DAISY HAIR COMB,47.839999999999996,19,11,2.502727272727273
FLOWER GARLAND NECKLACE RED,47.7,6,4,7.95
"WALL ART , LOVES' SECRET",47.6,8,2,5.95
WHITE ROSEBUD PEARL EARRINGS,47.43,19,18,2.493888888888889
WHITE VINTAGE CRYSTAL BRACELET,47.25,7,4,6.75
LOVE POTION MASALA INCENSE,47.25,225,8,0.21
RED PEONY TABLE CLOCK,47.2,16,10,2.95
SET OF 6 ICE CREAM SKITTLES,47.2,16,3,2.9500000000000006
YELLOW/BLUE RETRO RADIO,47.2,16,7,2.95
BLUE MONTE CARLO HANDBAG,46.8,24,1,1.95
PINK SMALL GLASS CAKE STAND,46.8,24,1,1.95
SILVER/CRYSTAL DROP EARRINGS W LEAF,46.76,16,10,2.911
RED POLKADOT PUDDING BOWL,46.39,34,7,1.7125000000000001
WHITE WIRE PLANT POT HOLDER,46.24,16,2,2.89
WHITE HYDRANGEA ART FLOWER,46.2,22,3,2.1
PAPER LANTERN 5 POINT STUDDED STAR,46.0,8,4,5.75
ROMANTIC IMAGES SCRAP BOOK SET,45.9,16,7,3.892857142857143
BLACK DROP CRYSTAL NECKLACE,45.35000000000001,13,3,5.283333333333333
BLACK VINTAGE CRYSTAL EARRINGS,45.0,12,7,3.75
SET 6 CARDS SPARKLY REINDEER 17262,44.910000000000004,9,4,4.99
IVORY PENDANT TRIPLE SHELL NECKLACE,44.86,9,5,5.0120000000000005
FROG SOCK PUPPET,44.25000000000001,15,8,2.95
VIP HOLIDAY PURSE,44.04,14,11,3.2436363636363637
BLUE FLOWER DES PURSE,43.66,44,6,0.9700000000000001
"RETRO PILL BOX KEY CHAIN,THE KING",43.65,235,14,0.18928571428571428
CHUNKY CRACKED GLAZE NECKLACE IVORY,43.510000000000005,4,4,10.877500000000001
LITTLE PINK MONSTER SOFT TOY,43.349999999999994,17,8,2.55
BLUE CHENILLE SHAGGY CUSHION COVER,43.15,43,12,1.0333333333333334
T-LIGHT HOLDER SILVER SAUCER,42.919999999999995,44,8,1.3299999999999998
KNITTED RABBIT DOLL,42.9,26,2,1.65
WRAP SUMMER ROSE DESIGN,42.84,102,5,0.42000000000000004
GOLD TEDDY BEAR,42.7,15,5,5.54
TRANSPARENT ACRYLIC TAPE DISPENSER,42.58,40,17,1.3088235294117647
PINK BUTTERFLY WASHBAG,42.29,9,6,4.923333333333333
PINK BREAKFAST CUP AND SAUCER,42.27,21,9,2.47
NEW BAROQUE SMALL NECKLACE BLACK,42.14,5,4,8.41
NEW BAROQUE B'FLY NECKLACE CRYSTAL,42.13,5,4,8.4075
TRANQUILITY MASALA INCENSE,42.0,200,7,0.21
WRAP VINTAGE DOILEY,42.0,100,2,0.42
"WRAP, CAROUSEL",42.0,100,4,0.42
WHITE MURANO TWIST BRACELET,41.790000000000006,10,5,4.208
ECONOMY HOLIDAY PURSE,41.53,30,17,1.7123529411764706
PAPER LANTERN 5 POINT STAR MOON 30,41.5,10,5,4.15
FAN BLACK FRAME,41.47,143,12,0.29
DIAMANTE HAIR GRIP PACK/2 PERIDOT,41.449999999999996,25,19,1.6605263157894736
DIAMANTE HAIR GRIP PACK/2 RUBY,41.37,25,15,1.6553333333333333
FIRE POLISHED GLASS BRACELET MONTAN,41.31,11,6,3.76
ANT SILVER FUSCHIA BOUDICCA RING,41.300000000000004,14,7,2.95
CREAM AND PINK FLOWERS PONY,41.25,11,5,3.75
CREAM BUNNY EASTER EGG BASKET,41.24999999999999,25,3,1.6499999999999997
"STRING OF 8 BUTTERFLIES,PINK",41.24999999999999,25,6,1.65
PINK VINTAGE VICTORIAN EARRINGS,41.150000000000006,14,7,2.9285714285714284
DROP DIAMANTE EARRINGS GREEN,41.080000000000005,14,9,2.9255555555555555
DROP DIAMANTE EARRINGS BLACK DIAMON,41.010000000000005,14,7,2.922857142857143
BLACK 3 BEAD DROP EARRINGS,40.96,14,9,2.9122222222222223
GREEN STONE/CRYSTAL EARRINGS,40.95,14,13,2.9223076923076925
CLASSIC DIAMANTE EARRINGS JET,40.900000000000006,14,9,2.9055555555555554
MINITURE ANTIQUE ROSE HOOK IVORY,40.8,48,4,0.85
CD WALL TIDY BLUE OFFICE,40.379999999999995,103,8,0.71375
DOGGY RUBBER,40.32,192,29,0.21
"LETTER ""G"" BLING KEY RING",40.199999999999996,60,30,0.8353333333333333
ROUND BLUE CLOCK WITH SUCKER,40.09,211,10,0.19
CANDY SPOT TEA COSY,40.05,27,2,2.3
GREEN DROP EARRINGS W BEAD CLUSTER,40.03,12,8,3.3325
PINK ROSEBUD PEARL EARRINGS,39.98,16,15,2.5
PINK CLEAR GLASS CANDLE PLATE,39.92,30,5,1.6533333333333333
ROCOCO WALL MIROR,39.9,2,1,19.95
ORANGE/WHT/FUSCHIA STONES NECKLACE,39.660000000000004,8,2,4.965
FREESTYLE CANVAS ART PICTURE,39.65,41,18,1.2444444444444445
CHILDRENS SPACEBOY MUG,39.599999999999994,24,2,1.65
PINK DOG CANNISTER,39.3,14,4,3.95
SET/4 BUTTERFLY MIRROR MAGNETS,39.199999999999996,79,13,1.2646153846153847
MULTICOLOUR EASTER RABBIT,39.0,20,4,1.95
FUSCHIA TABLE RUN FLOWER,38.75,27,5,1.75
WHITE VINTAGE CRYSTAL EARRINGS,38.7,10,6,3.9500000000000006
BLUE POLKADOT PUDDING BOWL,38.67,29,7,1.45875
CANDY SPOT BUNNY,38.35,13,5,2.95
PINK EASTER HENS+FLOWER,38.31,14,9,2.6033333333333335
NEW BAROQUE BLACK BOXES,38.25,3,3,12.75
LA PALMIERA WALL THERMOMETER,38.25,15,10,2.55
GOLD/AMBER DROP EARRINGS W LEAF,38.18,13,7,2.924285714285714
FLAG OF ST GEORGE,37.95,23,7,1.65
PINK CHRYSANTHEMUMS ART FLOWER,37.800000000000004,18,1,2.1
MONTANA DIAMOND CLUSTER NECKLACE,37.66,4,3,9.363333333333333
5 STRAND GLASS NECKLACE AMBER,37.620000000000005,6,6,6.2700000000000005
JET BLACK LAS VEGAS BRACELET ROUND,37.62,10,8,3.765
PAPER LANTERN 9 POINT HOLLY STAR 40,37.5,6,3,6.25
IVORY SCULPTED RND CANDLE,37.4,44,7,0.85
ASSORTED COLOUR SUCTION CUP HOOK,37.24,196,13,0.19
BLACK DIAMOND CLUSTER NECKLACE,37.239999999999995,4,3,9.43
HOT WATER BOTTLE BABUSHKA LARGE,37.2,8,1,4.65
BLACK MEDIUM GLASS CAKE STAND,37.11,17,8,1.9
MONEY BOX FIRST AID DESIGN,36.78,44,11,1.3136363636363635
"LETTER ""H"" BLING KEY RING",36.76,48,30,0.8546666666666667
CRYSTAL STILETTO PHONE CHARM,36.76,34,10,1.48
PINK PARTY SUNGLASSES,36.76,20,12,1.8166666666666667
SQUARE METAL CANDLEHOLDER BASE,36.519999999999996,52,8,0.8099999999999999
CROCHET BEAR RED/BLUE KEYRING,36.3,22,4,1.65
VANILLA INCENSE 40 CONES IN TIN,36.25,29,12,1.25
HEN HOUSE W FAMILY IN BARN & NEST,36.21,51,10,0.829
ASSORTED CAKES FRIDGE MAGNETS,35.75,55,8,0.65
NECKLACE+BRACELET SET FRUIT SALAD,35.699999999999996,14,13,2.55
WHITE/PINK CHICK EASTER DECORATION,35.48,36,10,1.0939999999999999
BLACK FINE BEAD NECKLACE W TASSEL,35.44,6,6,5.906666666666666
AMBER FINE BEAD NECKLACE W TASSEL,35.31,6,5,5.872
WHITE HEART OF GLASS BRACELET,35.31,6,5,5.872
BLACK CRYSTAL DROP EARRINGS,35.27,12,7,2.9314285714285715
FIRE POLISHED GLASS NECKL GREEN,35.160000000000004,6,6,5.86
"RETRO PILL BOX , REVOLUTIONARY",35.14,189,11,0.21
PINK/AMETHYST/GOLD NECKLACE,34.870000000000005,5,2,7.01
LEAVES MAGNETIC SHOPPING LIST,34.8,24,2,1.45
IVORY GOLD METAL BAG CHARM,34.77,5,3,8.290000000000001
DIAMANTE HAIR GRIP PACK/2 LT ROSE,34.69,21,14,1.6528571428571428
GOLD APERITIF GLASS,34.32,88,2,0.39
FUNKY FLOWER PICNIC BAG FOR 4,33.9,2,2,16.95
GLASS BEAD HOOP NECKLACE GREEN,33.82,4,3,8.44
NEW BAROQUE B'FLY NECKLACE GREEN,33.81,4,3,8.436666666666667
GLASS AND BEADS BRACELET IVORY,33.69,9,4,3.735
FLOWER BLUE CLOCK WITH SUCKER,33.64,116,8,0.29
BLACK SIL'T SQU CANDLE PLATE,33.6,16,2,2.1
AMBER GLASS TASSLE BAG CHARM,33.440000000000005,14,7,2.0157142857142856
DOLLY GIRL MINI RUCKSACK,33.2,8,2,4.15
WHITE WITH BLACK CATS PLATE,33.18,78,3,0.5433333333333333
WHITE CHRISTMAS FLOCK DROPLET,32.51,25,2,1.88
FLOWER FAIRY INCENSE BOUQUET,32.349999999999994,61,5,0.9039999999999999
AMETHYST HOOP EARRING FLORAL LEAF,32.16,11,9,2.9233333333333333
HARDMAN MUG 3 ASSORTED,32.03,64,13,0.9338461538461539
DANISH ROSE UMBRELLA STAND,31.9,2,2,15.95
"FLOWER GLASS GARLAND NECKL.36""GREEN",31.8,4,2,7.95
SET 10 CARDS CHEERFUL ROBIN 17065,31.200000000000003,15,10,2.08
SET 12 COLOUR PENCILS DOILEY,31.200000000000003,48,3,0.65
BAKING MOULD CUPCAKE CHOCOLATE,30.599999999999998,12,1,2.55
BAKING MOULD CHOCOLATE CUP CAKES,30.599999999999998,12,2,2.55
CANNABIS LEAF BEAD CURTAIN,30.599999999999998,36,2,0.85
YULETIDE IMAGES S/6 PAPER BOXES,30.599999999999998,12,7,2.55
MULTICOLOUR POLKADOT PLATE,30.43,29,3,2.776666666666667
DIAMANTE NECKLACE BLACK,30.12,4,3,7.54
BIRTHDAY BANNER TAPE,30.0,24,1,1.25
ENAMEL BOWL PANTRY,30.0,24,2,1.25
BUTTERFLY CUSHION COVER,30.0,8,2,3.75
ENAMEL JUG PANTRY,30.0,8,2,3.75
BLACK CHRISTMAS FLOCK DROPLET,30.0,24,1,1.25
GIFT BAG LARGE 50'S CHRISTMAS,30.0,24,2,1.25
SET/9 CHRISTMAS T-LIGHTS SCENTED,30.0,24,7,1.25
BLACK GEMSTONE BRACELET,29.98,4,4,7.495
DIAMANTE NECKLACE GREEN,29.98,4,3,7.493333333333333
FIRE POLISHED GLASS BRACELET RED,29.96,8,3,3.736666666666667
CAPIZ CHANDELIER,29.95,1,1,29.95
JADE CRYSTAL+GLASS BRACELET,29.93,6,6,4.988333333333333
GLASS CAKE COVER AND PLATE,29.9,2,1,14.95
PALE PINK/AMETHYST STONE NECKLACE,29.849999999999998,3,2,9.95
SILVER/BLACK ORBIT NECKLACE,29.849999999999998,3,2,9.95
COTE D'AZURE NECKLACE,29.790000000000003,6,5,4.968000000000001
PINK MURANO TWIST BRACELET,29.73,7,3,4.243333333333333
ANTIQUE OLIVE GREEN FLOWER EARRINGS,29.73,7,5,4.246
LIGHTHOUSE PRINTED METAL SIGN,29.700000000000003,6,3,4.95
"WALL ART,ONLY ONE PERSON",29.700000000000003,6,1,4.95
MODERN VINTAGE COTTON SHOPPING BAG,29.7,22,8,1.67
PINK FLOCK GLASS CANDLEHOLDER,29.68,38,5,0.8879999999999999
"ACRYLIC JEWEL ANGEL,PINK",29.64,78,2,0.38
"LETTER ""I"" BLING KEY RING",29.619999999999997,38,13,0.7838461538461539
CHERRY BLOSSOM TABLE CLOCK,29.599999999999998,8,4,3.6999999999999997
BLUE STONES ON WIRE FOR CANDLE,29.59,352,17,0.10294117647058823
ANT SILVER PURPLE BOUDICCA RING,29.500000000000004,10,5,2.95
15 PINK FLUFFY CHICKS IN BOX,29.5,10,7,2.95
OLD DOC RUSSEL METAL SIGN,29.400000000000002,14,3,2.1
FRENCH CHATEAU OVAL PLATTER,29.25,15,6,1.95
"LETTER ""N"" BLING KEY RING",29.23,41,24,0.8416666666666667
BLACK DROP EARRINGS W LONG BEADS,29.05,10,10,2.9050000000000002
GLITTER SNOW PEAR TREE DECORATION,28.999999999999996,20,3,1.45
GLOW IN DARK DOLPHINS,28.98,138,31,0.21
SILVER/NAT SHELL NECKLACE W PENDANT,28.76,5,5,5.752000000000001
WHITE ALLIUM ARTIFICIAL FLOWER,28.73,17,4,1.69
CLEAR CRYSTAL STAR PHONE CHARM,28.569999999999997,52,10,1.1889999999999998
GLASS BEAD HOOP EARRINGS AMETHYST,28.4,9,6,3.2583333333333333
ASS COL LARGE SAND FROG P'WEIGHT,28.35,27,7,1.05
PACK OF 12 DOILEY TISSUES,28.08,72,2,0.39
PURPLE FOXGLOVE ARTIIFCIAL FLOWER,28.049999999999997,11,3,2.55
JADE GREEN ENAMEL HAIR COMB,28.02,14,10,2.022
"LETTER ""R"" BLING KEY RING",28.009999999999998,41,25,0.8251999999999999
PINK NEW BAROQUE FLOCK CANDLESTICK,27.900000000000002,6,3,4.65
SET 10 CARDS OUT OF ORDER 17216,27.39,11,9,2.49
SET 10 XMAS CARDS & BADGES 17070,27.39,11,6,2.49
LARGE ROUND CUTGLASS CANDLESTICK,27.14,2,1,13.57
